S1_X_g,S1_Y_g,S1_Z_g,S2_X_g,S2_Y_g,S2_Z_g
0.065709833351784,-0.21784690365323603,-1.4893926364824008,0.05829435510020463,-0.055595641491082634,-1.8103963290519949
0.1018733829027037,-0.31689723941480347,-1.4862917295965643,0.07619459324025439,0.011037633808135178,-1.818095319594573
0.060780752022569856,-0.28324795020491095,-1.4749025127578967,0.11052581405053413,0.0661309622630639,-1.8124518806122671
0.10041630409303534,-0.18846049456507083,-1.4938859540542944,0.004069661964567664,-0.20102215190913278,-1.8192413610917335
0.15054457429358162,-0.012757064566109963,-1.4900132201144567,0.06734550103293499,-0.04918782279821496,-1.803218194271577
0.12270221864950395,-0.06725351647592119,-1.4899131470765627,0.0701676554992215,-0.006239006655539711,-1.808560946638583
0.13031392151284982,-0.29206517485342465,-1.4691352027746467,0.05326706823896224,-0.06493455480848184,-1.8164633226287394
0.06275286118158191,-0.2561458537460938,-1.4777854509486805,0.06845093325912063,-0.029145479240126924,-1.8072772929911805
0.1925757597594814,-0.10602046234252319,-1.4769466149012345,0.06609738996122386,-0.05627927939321168,-1.8155414875542406
0.18203346246182778,-0.17856425604950166,-1.4887784410789828,0.008176987383565558,-0.10433404574417338,-1.8164905226694021
0.15439868609712915,-0.16729249777770688,-1.4857589909541418,0.07237881082040276,-0.020792898828352176,-1.8074298666774795
0.08658400043755632,-0.3030084967108437,-1.4663662681449288,0.06280069801835553,0.0032319993314692957,-1.812681014633378
0.10697524522151546,-0.29118740076931865,-1.468182797405868,0.0502920786612672,-0.046192154278345596,-1.8209719760788137
0.17881109773135803,-0.10168850731715795,-1.4830554769622986,0.02571475929866507,-0.12010828091732957,-1.8172625609052173
0.19458157329467946,-0.09936402026762998,-1.4902582132131192,-0.003707000003132614,-0.08520837183103637,-1.8161055386003107
0.09500510618843093,-0.2277994340052973,-1.4846820347992618,0.09969928082584857,-0.009458809167141305,-1.8051780804312942
0.0898937773024558,-0.28271747134959835,-1.4587608864662271,0.044266997291073085,-0.064068414987991,-1.8136710123059994
0.09556695930368596,-0.1773300340861535,-1.4677404336285853,0.05171457439954272,-0.08684794718979685,-1.8122829449098163
0.12623786031855588,-0.13045285641947005,-1.4783824185161192,0.04057468179320137,-0.06100234216750726,-1.8109534385721213
0.05856437411519845,-0.16597949956372796,-1.4816779113088898,0.06350293979425141,-0.08233417793244183,-1.7975639616103654
0.06686485039404436,-0.2588908312405568,-1.4977036087596878,0.05937674881282874,-0.09473208358267518,-1.81130309494079
