Timestamp (ms), S1_X_g, S1_Y_g, S1_Z_g, S2_X_g, S2_Y_g, S2_Z_g
14724, -0.332, 0.164, -0.940, -0.132, 0.408, -1.148
14758, -0.336, 0.168, -0.944, -0.132, 0.404, -1.148
14794, -0.328, 0.168, -0.944, -0.140, 0.396, -1.144
14829, -0.332, 0.168, -0.944, -0.132, 0.408, -1.168
14865, -0.332, 0.168, -0.944, -0.140, 0.392, -1.148
14900, -0.332, 0.168, -0.948, -0.140, 0.404, -1.144
14935, -0.332, 0.168, -0.944, -0.136, 0.408, -1.140
14970, -0.332, 0.164, -0.948, -0.132, 0.412, -1.132
15005, -0.336, 0.168, -0.944, -0.136, 0.400, -1.148
15041, -0.336, 0.164, -0.944, -0.128, 0.400, -1.144
15076, -0.332, 0.168, -0.940, -0.144, 0.392, -1.140
15112, -0.332, 0.164, -0.944, -0.128, 0.408, -1.152
15146, -0.332, 0.168, -0.944, -0.140, 0.404, -1.140
15182, -0.336, 0.168, -0.944, -0.136, 0.408, -1.140
15217, -0.332, 0.168, -0.944, -0.136, 0.400, -1.152
15252, -0.332, 0.164, -0.944, -0.140, 0.404, -1.140
15288, -0.336, 0.168, -0.944, -0.132, 0.408, -1.144
15323, -0.332, 0.168, -0.944, -0.132, 0.408, -1.156
15358, -0.332, 0.168, -0.944, -0.144, 0.412, -1.128
15393, -0.332, 0.168, -0.944, -0.140, 0.404, -1.136
15428, -0.332, 0.164, -0.940, -0.136, 0.404, -1.144
15464, -0.328, 0.168, -0.944, -0.136, 0.404, -1.144
15499, -0.332, 0.168, -0.948, -0.136, 0.400, -1.140
15535, -0.332, 0.168, -0.944, -0.132, 0.408, -1.136
15569, -0.332, 0.168, -0.944, -0.136, 0.400, -1.148
15605, -0.324, 0.164, -0.944, -0.136, 0.400, -1.136
15640, -0.332, 0.164, -0.944, -0.140, 0.392, -1.136
15675, -0.332, 0.168, -0.944, -0.136, 0.404, -1.136
15711, -0.332, 0.164, -0.944, -0.136, 0.400, -1.152
15745, -0.328, 0.168, -0.944, -0.136, 0.408, -1.156
15781, -0.332, 0.164, -0.936, -0.136, 0.408, -1.132
15816, -0.332, 0.168, -0.948, -0.132, 0.404, -1.140
15852, -0.332, 0.168, -0.940, -0.132, 0.404, -1.136
15887, -0.332, 0.168, -0.940, -0.132, 0.412, -1.152
15922, -0.336, 0.168, -0.944, -0.132, 0.412, -1.148
15957, -0.332, 0.164, -0.940, -0.140, 0.396, -1.140
15992, -0.332, 0.164, -0.944, -0.140, 0.412, -1.152
16028, -0.332, 0.168, -0.944, -0.136, 0.404, -1.140
16063, -0.332, 0.164, -0.940, -0.136, 0.392, -1.148
16099, -0.332, 0.168, -0.944, -0.136, 0.404, -1.152
16134, -0.332, 0.164, -0.944, -0.132, 0.404, -1.140
16168, -0.332, 0.164, -0.940, -0.124, 0.412, -1.144
16204, -0.336, 0.164, -0.944, -0.136, 0.404, -1.148
16239, -0.336, 0.164, -0.952, -0.140, 0.404, -1.136
16275, -0.332, 0.168, -0.944, -0.136, 0.400, -1.144
16310, -0.332, 0.164, -0.940, -0.140, 0.400, -1.144
16346, -0.336, 0.168, -0.940, -0.132, 0.404, -1.144
16380, -0.332, 0.168, -0.944, -0.140, 0.404, -1.144
16415, -0.332, 0.168, -0.944, -0.136, 0.408, -1.140
16451, -0.328, 0.168, -0.940, -0.140, 0.400, -1.136
16486, -0.332, 0.164, -0.940, -0.128, 0.404, -1.140
16522, -0.328, 0.164, -0.944, -0.132, 0.408, -1.152
16556, -0.332, 0.164, -0.940, -0.136, 0.404, -1.144
16591, -0.332, 0.160, -0.944, -0.136, 0.412, -1.132
16627, -0.336, 0.164, -0.944, -0.128, 0.408, -1.144
16662, -0.332, 0.168, -0.944, -0.132, 0.408, -1.140
16698, -0.332, 0.164, -0.940, -0.132, 0.408, -1.136
16733, -0.332, 0.168, -0.944, -0.128, 0.408, -1.152
16768, -0.332, 0.164, -0.944, -0.132, 0.404, -1.144
16803, -0.332, 0.168, -0.948, -0.136, 0.404, -1.140
16838, -0.332, 0.164, -0.944, -0.128, 0.412, -1.144
16874, -0.332, 0.168, -0.940, -0.132, 0.408, -1.148
16909, -0.332, 0.164, -0.948, -0.136, 0.404, -1.140
16945, -0.332, 0.168, -0.940, -0.128, 0.408, -1.140
16979, -0.336, 0.168, -0.940, -0.128, 0.404, -1.140
17015, -0.332, 0.168, -0.944, -0.136, 0.404, -1.140
17050, -0.332, 0.168, -0.944, -0.144, 0.400, -1.132
17085, -0.336, 0.164, -0.944, -0.136, 0.404, -1.144
17121, -0.332, 0.168, -0.952, -0.136, 0.408, -1.140
17156, -0.332, 0.164, -0.944, -0.140, 0.396, -1.144
17191, -0.332, 0.164, -0.944, -0.140, 0.408, -1.148
17226, -0.332, 0.168, -0.948, -0.140, 0.400, -1.144
17262, -0.332, 0.172, -0.948, -0.140, 0.400, -1.148
17297, -0.332, 0.160, -0.944, -0.132, 0.404, -1.144
17332, -0.332, 0.168, -0.940, -0.140, 0.408, -1.132
17367, -0.332, 0.168, -0.944, -0.140, 0.396, -1.144
17402, -0.332, 0.164, -0.940, -0.132, 0.404, -1.144
17438, -0.332, 0.160, -0.944, -0.132, 0.400, -1.148
17473, -0.336, 0.168, -0.944, -0.144, 0.404, -1.140
17508, -0.340, 0.184, -0.972, -0.140, 0.420, -1.156
17544, -0.324, 0.148, -0.928, -0.140, 0.388, -1.128
17578, -0.332, 0.168, -0.940, -0.128, 0.412, -1.152
17614, -0.336, 0.164, -0.944, -0.144, 0.396, -1.136
17649, -0.328, 0.160, -0.940, -0.136, 0.400, -1.148
17685, -0.336, 0.168, -0.940, -0.136, 0.408, -1.136
17720, -0.396, 0.068, -0.940, -0.132, 0.400, -1.168
17755, -0.336, 0.172, -0.952, -0.128, 0.408, -1.148
17790, -0.324, 0.160, -0.932, -0.132, 0.400, -1.148
17825, -0.332, 0.168, -0.948, -0.132, 0.404, -1.156
17861, -0.324, 0.160, -0.944, -0.140, 0.388, -1.140
17896, -0.336, 0.172, -0.944, -0.140, 0.404, -1.144
17932, -0.328, 0.164, -0.940, -0.136, 0.404, -1.140
17967, -0.332, 0.168, -0.944, -0.136, 0.400, -1.144
18001, -0.328, 0.164, -0.948, -0.132, 0.400, -1.148
18037, -0.332, 0.160, -0.944, -0.136, 0.400, -1.148
18072, -0.328, 0.164, -0.940, -0.132, 0.404, -1.140
18108, -0.344, 0.176, -0.972, -0.136, 0.400, -1.152
18143, -0.336, 0.156, -0.960, -0.136, 0.404, -1.160
18177, -0.336, 0.156, -0.948, -0.136, 0.392, -1.144
18213, -0.332, 0.168, -0.944, -0.136, 0.404, -1.132
18248, -0.332, 0.168, -0.944, -0.136, 0.396, -1.140
18284, -0.332, 0.160, -0.940, -0.144, 0.396, -1.132
18319, -0.336, 0.168, -0.948, -0.128, 0.404, -1.148
18355, -0.332, 0.160, -0.940, -0.144, 0.400, -1.140
18389, -0.328, 0.164, -0.944, -0.132, 0.396, -1.140
18424, -0.332, 0.164, -0.948, -0.140, 0.404, -1.144
18460, -0.332, 0.164, -0.944, -0.132, 0.404, -1.132
18495, -0.336, 0.160, -0.944, -0.136, 0.400, -1.152
18531, -0.336, 0.172, -0.960, -0.136, 0.416, -1.156
18566, -0.332, 0.156, -0.944, -0.136, 0.392, -1.140
18601, -0.332, 0.168, -0.948, -0.136, 0.400, -1.140
18636, -0.332, 0.164, -0.944, -0.140, 0.400, -1.140
18671, -0.332, 0.164, -0.944, -0.136, 0.400, -1.144
18707, -0.336, 0.164, -0.948, -0.132, 0.400, -1.148
18742, -0.332, 0.156, -0.928, -0.136, 0.400, -1.140
18778, -0.328, 0.160, -0.936, -0.140, 0.400, -1.136
18812, -0.332, 0.164, -0.944, -0.140, 0.400, -1.144
18847, -0.340, 0.168, -0.944, -0.136, 0.400, -1.152
18883, -0.332, 0.164, -0.940, -0.132, 0.404, -1.148
18918, -0.332, 0.160, -0.944, -0.136, 0.396, -1.136
18954, -0.332, 0.164, -0.944, -0.132, 0.404, -1.148
18988, -0.328, 0.164, -0.948, -0.136, 0.392, -1.152
19024, -0.332, 0.164, -0.944, -0.136, 0.400, -1.136
19059, -0.336, 0.160, -0.944, -0.144, 0.428, -1.144
19094, -0.336, 0.172, -0.952, -0.136, 0.404, -1.148
19130, -0.328, 0.152, -0.936, -0.128, 0.408, -1.148
19165, -0.336, 0.168, -0.944, -0.132, 0.400, -1.144
19200, -0.332, 0.160, -0.940, -0.136, 0.392, -1.140
19235, -0.332, 0.168, -0.940, -0.132, 0.404, -1.144
19271, -0.336, 0.160, -0.936, -0.140, 0.396, -1.148
19306, -0.332, 0.164, -0.944, -0.140, 0.400, -1.136
19341, -0.332, 0.164, -0.944, -0.136, 0.396, -1.144
19377, -0.332, 0.160, -0.944, -0.148, 0.400, -1.124
19411, -0.328, 0.136, -0.920, -0.144, 0.364, -1.116
19447, -0.340, 0.148, -0.976, -0.128, 0.388, -1.152
19482, -0.332, 0.152, -0.936, -0.136, 0.388, -1.136
19518, -0.336, 0.164, -0.944, -0.128, 0.420, -1.136
19553, -0.340, 0.172, -0.956, -0.136, 0.400, -1.140
19588, -0.328, 0.156, -0.940, -0.132, 0.388, -1.136
19623, -0.332, 0.168, -0.952, -0.136, 0.400, -1.144
19658, -0.332, 0.156, -0.940, -0.140, 0.392, -1.140
19694, -0.332, 0.156, -0.952, -0.140, 0.392, -1.152
19729, -0.332, 0.160, -0.940, -0.132, 0.392, -1.140
19765, -0.332, 0.160, -0.952, -0.136, 0.396, -1.144
19799, -0.332, 0.160, -0.944, -0.140, 0.392, -1.148
19834, -0.336, 0.164, -0.948, -0.128, 0.408, -1.152
19870, -0.332, 0.164, -0.952, -0.136, 0.388, -1.124
19905, -0.328, 0.148, -0.928, -0.140, 0.380, -1.136
19941, -0.332, 0.160, -0.944, -0.136, 0.404, -1.136
19976, -0.332, 0.156, -0.944, -0.132, 0.400, -1.148
20011, -0.332, 0.156, -0.940, -0.132, 0.400, -1.152
20046, -0.328, 0.152, -0.916, -0.132, 0.392, -1.148
20081, -0.332, 0.156, -0.944, -0.144, 0.384, -1.120
20117, -0.332, 0.160, -0.948, -0.132, 0.396, -1.148
20152, -0.332, 0.156, -0.944, -0.136, 0.392, -1.148
20188, -0.332, 0.160, -0.944, -0.140, 0.392, -1.144
20222, -0.332, 0.156, -0.948, -0.132, 0.396, -1.144
20258, -0.324, 0.152, -0.928, -0.144, 0.388, -1.136
20293, -0.340, 0.160, -0.972, -0.132, 0.396, -1.156
20328, -0.324, 0.148, -0.932, -0.136, 0.380, -1.140
20364, -0.336, 0.160, -0.956, -0.136, 0.400, -1.136
20399, -0.328, 0.148, -0.940, -0.132, 0.392, -1.144
20434, -0.328, 0.140, -0.928, -0.128, 0.392, -1.136
20469, -0.340, 0.160, -0.968, -0.128, 0.404, -1.168
20505, -0.320, 0.140, -0.928, -0.136, 0.388, -1.152
20540, -0.336, 0.164, -0.960, -0.136, 0.400, -1.156
20575, -0.328, 0.152, -0.932, -0.136, 0.392, -1.132
20610, -0.336, 0.164, -0.956, -0.128, 0.392, -1.144
20645, -0.324, 0.132, -0.920, -0.128, 0.368, -1.148
20681, -0.336, 0.160, -0.944, -0.140, 0.396, -1.156
20716, -0.328, 0.148, -0.932, -0.136, 0.388, -1.136
20752, -0.336, 0.156, -0.952, -0.136, 0.392, -1.152
20787, -0.332, 0.152, -0.940, -0.132, 0.392, -1.144
20821, -0.328, 0.148, -0.916, -0.136, 0.388, -1.164
20857, -0.344, 0.156, -0.976, -0.128, 0.400, -1.172
20892, -0.328, 0.140, -0.928, -0.136, 0.384, -1.144
20928, -0.336, 0.168, -0.952, -0.132, 0.400, -1.148
20963, -0.336, 0.156, -0.948, -0.136, 0.392, -1.140
20999, -0.340, 0.156, -0.952, -0.140, 0.400, -1.160
21033, -0.336, 0.160, -0.948, -0.136, 0.400, -1.160
21068, -0.328, 0.144, -0.932, -0.128, 0.388, -1.132
21104, -0.332, 0.160, -0.952, -0.132, 0.396, -1.140
