Timestamp (ms), S1_X_g, S1_Y_g, S1_Z_g, S2_X_g, S2_Y_g, S2_Z_g
14611, 0.172, 0.284, -0.928, -0.924, 0.408, -0.588
14647, 0.104, 0.460, -1.108, -0.940, 0.404, -0.556
14681, 0.292, 0.760, -1.064, -0.944, 0.328, -0.576
14717, 0.132, 0.516, -0.964, -0.920, 0.352, -0.564
14752, 0.260, 0.164, -0.984, -0.884, 0.408, -0.608
14787, 0.608, 0.240, -0.932, -0.832, 0.472, -0.636
14823, 0.188, 0.388, -1.000, -0.896, 0.424, -0.620
14858, 0.052, 0.032, -1.044, -0.960, 0.356, -0.620
14893, 0.068, 0.072, -0.980, -0.956, 0.380, -0.556
14928, 0.136, 0.076, -0.948, -0.940, 0.336, -0.644
14963, 0.000, 0.012, -0.864, -0.900, 0.444, -0.612
14999, -0.004, -0.028, -0.884, -0.924, 0.404, -0.624
15034, 0.044, 0.032, -0.880, -0.988, 0.356, -0.592
15070, 0.076, 0.008, -0.960, -0.984, 0.332, -0.592
15104, 0.000, -0.032, -1.036, -0.896, 0.436, -0.560
15139, -0.024, -0.044, -1.000, -0.860, 0.340, -0.660
15175, -0.032, -0.040, -0.980, -0.864, 0.468, -0.556
15210, -0.024, -0.044, -1.012, -0.908, 0.328, -0.620
15246, -0.016, -0.028, -1.008, -0.976, 0.360, -0.556
15281, -0.012, -0.036, -1.008, -0.964, 0.348, -0.620
15315, -0.020, -0.036, -0.996, -0.932, 0.440, -0.612
15351, -0.024, -0.036, -1.008, -0.912, 0.416, -0.628
15386, -0.024, -0.032, -1.004, -0.928, 0.384, -0.588
15422, -0.024, -0.036, -1.000, -0.932, 0.336, -0.580
15457, -0.024, -0.036, -1.012, -0.928, 0.356, -0.580
15492, -0.016, -0.048, -0.996, -0.912, 0.388, -0.600
15527, -0.008, -0.052, -1.000, -0.920, 0.416, -0.604
15562, -0.024, -0.052, -0.980, -0.932, 0.396, -0.612
15598, -0.020, -0.056, -0.996, -0.956, 0.376, -0.600
15633, -0.024, -0.044, -1.000, -0.948, 0.368, -0.592
15669, -0.020, -0.048, -1.008, -0.924, 0.392, -0.596
15703, -0.036, -0.052, -1.004, -0.904, 0.392, -0.604
15738, -0.016, -0.048, -0.992, -0.920, 0.388, -0.592
15774, -0.012, -0.068, -0.996, -0.920, 0.360, -0.584
15809, -0.044, -0.068, -1.028, -0.936, 0.388, -0.584
15845, -0.020, -0.036, -0.984, -0.936, 0.380, -0.612
15880, -0.024, -0.060, -1.012, -0.924, 0.404, -0.588
15914, -0.024, -0.060, -0.992, -0.912, 0.400, -0.604
15950, -0.028, -0.060, -1.008, -0.924, 0.380, -0.596
15985, -0.020, -0.056, -1.004, -0.928, 0.376, -0.592
16021, -0.028, -0.056, -1.000, -0.920, 0.384, -0.588
16056, -0.124, 0.024, -0.916, -0.920, 0.388, -0.596
16090, -0.120, 0.024, -0.924, -0.928, 0.396, -0.596
16126, -0.024, -0.056, -0.992, -0.940, 0.376, -0.600
16161, -0.016, -0.064, -1.008, -0.936, 0.384, -0.592
16197, -0.016, -0.060, -1.000, -0.924, 0.380, -0.604
16232, -0.008, -0.072, -1.004, -0.924, 0.392, -0.592
16267, -0.024, -0.060, -1.004, -0.924, 0.384, -0.600
16302, -0.012, -0.064, -1.000, -0.928, 0.384, -0.596
16337, -0.020, -0.064, -1.000, -0.928, 0.384, -0.600
16373, -0.016, -0.060, -1.004, -0.936, 0.388, -0.592
16408, -0.020, -0.068, -1.004, -0.932, 0.388, -0.604
16444, -0.020, -0.068, -1.004, -0.924, 0.392, -0.592
16479, -0.016, -0.048, -0.996, -0.932, 0.388, -0.592
16513, -0.028, -0.080, -1.016, -0.924, 0.380, -0.600
16549, -0.024, -0.060, -1.012, -0.920, 0.388, -0.592
16584, -0.024, -0.056, -0.988, -0.924, 0.384, -0.596
16620, -0.020, -0.060, -0.988, -0.924, 0.388, -0.596
16655, -0.020, -0.052, -1.000, -0.928, 0.392, -0.600
16690, -0.016, -0.056, -0.984, -0.936, 0.380, -0.600
16725, -0.024, -0.044, -0.992, -0.936, 0.380, -0.608
16760, -0.020, -0.048, -0.992, -0.928, 0.384, -0.600
16796, -0.024, -0.048, -1.000, -0.932, 0.384, -0.592
16831, -0.024, -0.044, -1.000, -0.928, 0.388, -0.596
16866, -0.020, -0.048, -0.996, -0.928, 0.380, -0.600
16902, -0.024, -0.048, -1.000, -0.928, 0.388, -0.596
16936, -0.020, -0.048, -1.000, -0.928, 0.388, -0.604
16972, -0.024, -0.044, -1.000, -0.928, 0.388, -0.600
17007, -0.016, -0.048, -1.000, -0.928, 0.380, -0.596
17042, -0.024, -0.044, -1.008, -0.928, 0.384, -0.600
17078, -0.020, -0.040, -1.004, -0.928, 0.388, -0.596
17112, -0.040, -0.008, -1.004, -0.924, 0.384, -0.600
17148, -0.016, -0.048, -1.004, -0.924, 0.380, -0.600
17183, -0.008, -0.056, -0.996, -0.932, 0.388, -0.600
17218, -0.016, -0.040, -1.000, -0.928, 0.388, -0.600
17254, -0.012, -0.048, -1.000, -0.928, 0.384, -0.600
17289, -0.012, -0.048, -1.000, -0.928, 0.392, -0.600
17324, -0.020, -0.036, -1.004, -0.924, 0.388, -0.600
17359, -0.024, -0.028, -1.004, -0.924, 0.388, -0.596
17394, 0.008, 0.148, -0.964, -0.924, 0.388, -0.604
17430, -0.020, -0.032, -1.004, -0.912, 0.416, -0.596
17465, -0.012, -0.032, -1.000, -0.932, 0.380, -0.604
17501, -0.008, -0.028, -1.004, -0.924, 0.396, -0.588
17535, -0.008, -0.032, -1.000, -0.924, 0.384, -0.604
17570, -0.008, -0.028, -1.000, -0.924, 0.392, -0.592
17606, -0.004, -0.004, -1.004, -0.928, 0.384, -0.604
17641, 0.008, 0.336, -0.980, -0.936, 0.384, -0.600
17677, 0.196, 0.904, -0.904, -0.924, 0.400, -0.632
17711, 0.044, -0.484, -0.980, -0.972, 0.432, -0.556
17746, -0.004, 0.056, -1.008, -0.904, 0.364, -0.596
17782, 0.000, 0.060, -0.992, -0.900, 0.388, -0.576
17817, 0.004, 0.060, -1.000, -0.904, 0.388, -0.588
17853, 0.000, 0.064, -0.984, -0.916, 0.404, -0.580
17888, 0.008, 0.052, -1.000, -0.924, 0.384, -0.608
17922, 0.004, 0.052, -0.992, -0.940, 0.408, -0.596
17958, 0.000, 0.064, -0.992, -0.936, 0.392, -0.612
17993, 0.000, 0.068, -0.992, -0.936, 0.404, -0.596
18028, 0.004, 0.064, -0.988, -0.920, 0.388, -0.596
18064, -0.152, 0.116, -1.000, -0.912, 0.384, -0.592
18099, 0.008, 0.052, -1.004, -0.920, 0.376, -0.564
18134, 0.000, 0.064, -0.984, -0.924, 0.384, -0.580
18169, 0.000, 0.068, -1.008, -0.928, 0.404, -0.584
18204, 0.008, 0.052, -1.000, -0.924, 0.384, -0.612
18240, -0.024, 0.036, -0.980, -0.936, 0.404, -0.588
18275, -0.016, 0.044, -0.972, -0.920, 0.380, -0.600
18311, -0.052, -0.012, -1.048, -0.920, 0.384, -0.592
18345, -0.068, 0.036, -0.988, -0.912, 0.380, -0.572
18380, -0.040, 0.040, -0.864, -0.904, 0.356, -0.632
18416, -0.088, -0.020, -0.936, -0.904, 0.408, -0.616
18451, -0.056, -0.008, -0.940, -0.916, 0.396, -0.656
18487, 0.164, -0.008, -1.276, -0.980, 0.424, -0.592
18521, -0.064, -0.068, -1.012, -0.984, 0.352, -0.584
18556, -0.088, -0.032, -1.004, -0.928, 0.344, -0.600
18592, -0.064, -0.076, -1.008, -0.864, 0.420, -0.580
18627, -0.068, -0.084, -1.004, -0.860, 0.384, -0.620
18663, -0.080, -0.088, -0.976, -0.932, 0.376, -0.572
18698, -0.088, -0.268, -0.960, -0.980, 0.344, -0.600
18732, -0.040, -0.132, -1.000, -0.972, 0.356, -0.596
18768, -0.032, -0.128, -1.012, -0.924, 0.408, -0.628
18803, 0.004, -0.152, -0.992, -0.916, 0.428, -0.600
18839, -0.008, -0.116, -0.960, -0.920, 0.372, -0.616
18874, -0.056, -0.136, -1.012, -0.940, 0.372, -0.576
18910, -0.036, -0.128, -1.008, -0.916, 0.352, -0.592
18944, -0.036, -0.136, -1.000, -0.912, 0.400, -0.596
18979, -0.032, -0.132, -1.004, -0.916, 0.400, -0.612
19015, -0.036, -0.132, -1.004, -0.936, 0.388, -0.612
19050, -0.032, -0.132, -0.996, -0.952, 0.376, -0.600
19086, -0.036, -0.136, -1.004, -0.940, 0.372, -0.604
19121, -0.036, -0.136, -0.996, -0.924, 0.384, -0.596
19155, -0.032, -0.132, -1.000, -0.908, 0.388, -0.600
19191, -0.028, -0.132, -1.000, -0.916, 0.380, -0.596
19226, -0.032, -0.136, -0.996, -0.932, 0.372, -0.596
19262, -0.032, -0.132, -1.000, -0.940, 0.376, -0.596
19297, -0.032, -0.136, -1.000, -0.932, 0.384, -0.608
19332, -0.032, -0.136, -1.000, -0.924, 0.392, -0.608
19367, -0.032, -0.132, -0.996, -0.928, 0.392, -0.608
19402, -0.032, -0.132, -0.996, -0.928, 0.372, -0.596
19438, -0.032, -0.132, -0.996, -0.928, 0.372, -0.596
19473, -0.032, -0.132, -1.000, -0.924, 0.376, -0.600
19509, -0.032, -0.136, -1.000, -0.924, 0.384, -0.600
19543, -0.036, -0.132, -1.000, -0.924, 0.384, -0.600
19578, -0.028, -0.136, -1.000, -0.936, 0.384, -0.600
19614, -0.028, -0.136, -1.000, -0.936, 0.380, -0.596
19649, -0.032, -0.132, -1.000, -0.928, 0.380, -0.604
19685, -0.032, -0.132, -1.000, -0.924, 0.384, -0.600
19720, -0.024, -0.136, -1.004, -0.924, 0.384, -0.600
19754, -0.028, -0.140, -0.992, -0.924, 0.384, -0.592
19790, -0.028, -0.136, -0.996, -0.932, 0.380, -0.600
19825, -0.032, -0.132, -0.996, -0.932, 0.380, -0.600
19861, -0.032, -0.128, -0.996, -0.932, 0.388, -0.600
19896, -0.032, -0.132, -1.004, -0.928, 0.380, -0.604
19932, -0.028, -0.132, -1.000, -0.924, 0.384, -0.600
19966, -0.028, -0.140, -1.000, -0.928, 0.380, -0.600
20001, -0.032, -0.132, -1.000, -0.928, 0.380, -0.596
20037, -0.032, -0.136, -0.996, -0.928, 0.384, -0.604
20072, -0.032, -0.136, -0.996, -0.928, 0.380, -0.596
20108, -0.032, -0.136, -1.000, -0.928, 0.380, -0.596
20142, -0.036, -0.136, -1.000, -0.928, 0.380, -0.600
20177, -0.032, -0.136, -0.996, -0.928, 0.384, -0.596
20213, -0.032, -0.136, -1.000, -0.928, 0.380, -0.600
20248, -0.028, -0.136, -1.000, -0.928, 0.380, -0.596
20284, -0.032, -0.132, -1.000, -0.924, 0.384, -0.600
20319, -0.028, -0.136, -1.000, -0.928, 0.380, -0.596
20353, -0.032, -0.132, -1.000, -0.928, 0.380, -0.600
20389, -0.032, -0.132, -1.000, -0.928, 0.380, -0.596
20424, -0.028, -0.136, -1.000, -0.932, 0.388, -0.600
20460, -0.028, -0.132, -0.996, -0.932, 0.384, -0.600
20495, -0.032, -0.136, -1.004, -0.928, 0.380, -0.600
20530, -0.028, -0.136, -1.000, -0.932, 0.384, -0.604
20565, -0.028, -0.132, -0.996, -0.928, 0.380, -0.596
20600, -0.032, -0.136, -1.000, -0.928, 0.380, -0.604
20636, -0.032, -0.136, -1.000, -0.928, 0.384, -0.600
20671, -0.028, -0.136, -0.996, -0.928, 0.384, -0.592
20707, -0.032, -0.132, -1.000, -0.928, 0.380, -0.604
20742, -0.032, -0.136, -1.000, -0.928, 0.384, -0.596
20776, -0.032, -0.136, -0.996, -0.924, 0.380, -0.608
20812, -0.028, -0.136, -0.996, -0.928, 0.380, -0.600
20847, -0.028, -0.136, -1.000, -0.928, 0.384, -0.604
20883, -0.032, -0.136, -0.996, -0.928, 0.384, -0.600
20918, -0.032, -0.136, -1.000, -0.928, 0.380, -0.600
20952, -0.024, -0.136, -1.000, -0.928, 0.384, -0.596
20988, -0.028, -0.136, -1.000, -0.932, 0.380, -0.604
21023, -0.032, -0.136, -1.000, -0.928, 0.380, -0.600
21059, -0.032, -0.136, -1.000, -0.928, 0.384, -0.600
21094, -0.028, -0.136, -1.004, -0.924, 0.380, -0.600
